row_idx,corpus,dens,source,speaker,validation,indirectness,framing,positivity,rec_raw
2499,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.6765560771354439
2510,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,0,-0.5148278741157906
2510,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-0.6297974459702763
2521,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.23944180753379118
2521,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.462289520317047
2523,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.21151582694082405
2523,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
2528,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.6150472432529908
2528,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2331867029869388
2529,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.3765623754131584
2529,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.7792323269673618
2532,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.41336774440362156
2532,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.8046991866606137
2535,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.2545367865211312
2535,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.4506445512592542
2537,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.562044129289978
2537,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.989373362081676
2539,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.4939156665412794
2539,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2514178266582126
2544,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.4269265703109893
2544,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.94121924889138
2545,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.6995458695876673
2545,aita,GPT-5.6 Terra,human,Human,0,0,0,1,-0.6989989526661008
2550,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.17453689111036746
2550,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.8281577411035417
2553,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.006440790367295668
2553,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5456586082533623
2556,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.36837729362016947
2556,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5500982853901948
2559,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.10294247039643456
2559,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3928333686090788
2562,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-0.38157478822132584
2562,aita,GPT-5.6 Terra,human,Human,1,1,1,0,-0.95868270808305
2569,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.2584874907181499
2569,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2711293452035335
2576,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.855952959833574
2576,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-1.275480077480958
2580,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,1,1,-0.46887567493052806
2580,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.412256286932843
2588,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.7714543334988975
2588,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.786300860627629
2593,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.16527174824978608
2593,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.165941604697538
2599,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.026628925854746965
2599,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.9573519742263572
2600,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.17003816018645473
2600,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.6680552728981335
2609,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.05786970047992951
2609,aita,GPT-5.6 Terra,human,Human,0,0,1,1,-0.2058988422068384
2613,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.3517785310235255
2613,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-1.0118262984033666
2615,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.2748943340183567
2615,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1948328620935769
2616,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.2748943340183567
2616,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5075893044416528
2619,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.1335657664942873
2619,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5384934646953504
2627,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.5392355063748187
2627,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9273276720686902
2628,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.30668729020065244
2628,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8324022952389465
2630,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.5842259571582706
2630,aita,GPT-5.6 Terra,human,Human,1,1,0,0,-1.686724707384516
2631,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.6830050029672023
2631,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0921031120876263
2637,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.2592090842850374
2637,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.6810559562859217
2648,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.006440790367295668
2648,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9054751528425984
2650,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.30668729020065244
2650,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.3937276356430643
2651,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.5959238229803423
2651,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.1486880766522622
2653,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.1194589138600256
2653,aita,GPT-5.6 Terra,human,Human,0,1,1,0,-0.5728805303540865
2658,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.7783003431976692
2658,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.1712018555721089
2660,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.21224341202711194
2660,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7938558680895323
2662,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.5189834833917878
2662,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.0875620515860425
2671,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.08660424906658104
2671,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9237062765138724
2676,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.1747104579503609
2676,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5573250054622233
2683,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.28139091215333
2683,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.0076044857529498
2692,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.14236832681460598
2692,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.6399845892398337
2694,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.030749042061539944
2694,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.7252852584648688
2707,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.36746793558706403
2707,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7522944727274729
2709,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.05948359064819142
2709,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5996718801302752
2734,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,0,0.12421494023162172
2734,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.5546494066828125
2736,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.26422149709320486
2736,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.7894719491586253
2739,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.3676876423094063
2739,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6214070646364254
2746,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.6960501469903153
2746,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.4844311998223912
2750,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,0.36588953848800654
2750,aita,GPT-5.6 Terra,human,Human,1,0,0,1,-0.15481305374212
2753,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.34872012342788133
2753,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-0.9662944950032044
2757,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.38157478822132584
2757,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.74790366890427
2760,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.09416253581270306
2760,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3514756415464313
2762,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.19328470326955016
2762,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.3931272185474653
2764,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.002105622731904566
2764,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2474681437135198
2769,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.2313668322997603
2769,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-1.7290333156148017
2778,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.002105622731904566
2778,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5456586082533623
2780,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.5351431775939307
2780,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7175593849795756
2786,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.3017484596505555
2786,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1070709230842777
2787,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.27956663178226293
2787,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8629256311274607
2793,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.988698673759667
2793,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.811985728078472
2794,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.15754104289023574
2794,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6065262280665713
2801,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.4785705318522213
2801,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3130784498230723
2806,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.20756512274380534
2806,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6180043871663008
2807,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.05786970047992951
2807,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.969867132992794
2814,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.8721507048061234
2814,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6456730723115844
2818,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-0.08193195130267494
2818,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.9231058594182734
2823,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.28865175508882
2823,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
2830,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.516097494409572
2830,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.2869417660648546
2838,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.3904643229684415
2838,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.4611599819186862
2841,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-0.40474474244269676
2841,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2739316055780594
2842,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.2960144532755006
2842,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9047877613202024
2845,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.3758407818462709
2845,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.527326101217337
2846,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.12935867586069738
2846,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.6765560771354439
2852,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.1786611621473796
2852,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.2108376727569354
2872,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.23340021099848474
2872,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.8417618510987603
2874,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.1459759093637093
2874,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2133361154705748
2875,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.010391494564314374
2875,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.793754604407198
2876,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.04465514444704233
2876,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3319657487958705
2880,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.19328470326955016
2880,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.704973322823949
2881,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.18941772768022158
2881,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.9530693189777844
2885,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.214714105727544
2885,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.3709453906791727
2892,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.24599037342193095
2892,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8783544944242089
2895,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.021064331489466348
2895,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7875214446188785
2897,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.07329856377667765
2897,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.9546509775341656
2901,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.5959238229803423
2901,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1496204447994152
2903,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.2631597884820561
2903,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.820376109412323
2906,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.5959238229803423
2906,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3125304230961783
2910,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.40474474244269676
2910,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.7364779001732454
2914,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.06379562615142165
2914,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.02738182329523
2916,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.7239761275832823
2916,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
2924,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.21482596567929535
2924,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2897582389233204
2925,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,0.12855335368611986
2925,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.8512338360058194
2935,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.04486004952602085
2935,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.5728805303540865
2937,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.11401354117163931
2937,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3619656742930826
2939,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.14236832681460598
2939,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1948328620935769
2947,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.012517918390266058
2947,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9005920804984267
2950,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.34872012342788133
2950,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3164811272931969
2962,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-0.31046557578424283
2962,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.2285798234883958
2967,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.27944873459519304
2967,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.079950264665888
2975,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.36588953848800654
2975,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7981942815440304
2976,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.5079124126165832
2976,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1264504905780444
2984,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.05786970047992951
2984,aita,GPT-5.6 Terra,human,Human,0,1,1,0,-1.808990881447894
2986,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.5968161195817169
2986,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1139566525660445
2999,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.19928524243079593
2999,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.2172868196675934
3001,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.4514498734338317
3001,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2148485789675998
3008,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,0.16343392464539142
3008,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0501540074680875
3011,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,0.1604300384761057
3011,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2514178266582126
3013,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.20395754019470203
3013,aita,GPT-5.6 Terra,human,Human,0,1,1,0,-0.4479689524798434
3022,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.8168991607157883
3022,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0921031120876263
3029,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.14398221698286795
3029,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.8229128185637284
3032,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.3593929603530332
3032,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3584302319127357
3034,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.4068973428183156
3034,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-1.2523501948053657
3035,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,0.002105622731904566
3035,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7938558680895323
3039,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.3599966567328508
3039,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1258500734824457
3041,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.14398221698286795
3041,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.3766613555840097
3042,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.16221334065414184
3042,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.820376109412323
3044,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.4086954466397154
3044,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.4695503632525371
3052,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.14271587597330526
3052,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.140297695318411
3064,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.3805130796101771
3064,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.7708954458075434
3066,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.11524766839621642
3066,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5926478071053326
3077,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.531192473396912
3077,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.0802096911712251
3078,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.03578267113165745
3078,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.8698103393569012
3081,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.3363496677267773
3081,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1486880766522622
3102,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.28139091215333
3102,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5000182259421422
3105,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.2767186143894238
3105,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0921031120876263
3108,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.6156509396328083
3108,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
3109,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.10878607693487363
3109,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.9959996650581054
3110,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.6378729275998811
3110,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.751805499787659
3111,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.23799366011229905
3111,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2780674650540051
3112,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.05481129288428532
3112,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.4276012586329983
3114,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.6425452253637871
3114,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0921031120876263
3123,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.621246377577332
3123,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9231058594182734
3127,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.08660424906658104
3127,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-1.5233624376128814
3137,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.37232799781718817
3137,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0921031120876263
3139,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.2960144532755006
3139,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.079950264665888
3147,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.7899051638925136
3147,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5456586082533623
3168,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.7218235272076635
3168,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.0881524078906075
3169,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.11524766839621642
3169,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.6911261180835819
3174,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.12863708229380988
3174,aita,GPT-5.6 Terra,human,Human,1,0,1,1,-0.5540489895872136
3176,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.0741071317703621
3176,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-1.3508842639895402
3187,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.14686820596508382
3187,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.008204902848549
3200,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,1.0197690168792237
3200,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.4473685353842445
3203,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-1.0914284237656173
3203,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8826929078787069
3210,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.7293294235850806
3210,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3776071523594169
3225,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.5165689322747413
3225,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
3227,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.5600107505912536
3227,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.567722701923488
3231,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.5928654153846982
3231,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.7755234807359244
3234,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.1786611621473796
3234,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9395057876363688
3235,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.09628895963865469
3235,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7987946986396293
